Artist,Song,Translated_Lyrics
Misho,Srtis Hyury,"An open heart is to ban

I'm far away from my heart I can't make myself

I still have so much to do one day I'll come

Now I don't have time myself to my my heart

Literary a complex and capture a

After all, when a person is talking about a

Without crying

Notes say to the EU Lieve you Ldo you are silent



Even if he is an opponent's against

Ham winter and cold inside summer is summer

My dog is stubborn a

Carefully but Arch

If you smelled in the midst of a rest

BA MAKE THAT PARTY

So a guest is always

Who doesn't have in the grief?

I don't delete once and for all

MichyA will tell me the ki tell me

You stood in my heart

And you don't even notice alas




There is no light in my heart A

I am greeted by the guest you

And what do you swim in your surroundings?

BA I don't tell you to miss my life

There is no light in my heart A

I am greeted by the guest you

And what do you swim in your surroundings?

BA I don't tell you to miss my life"
Misho,Nax,"First come to understand where we arrived

What is Armenia today? Silent Masa

Let's go

Let's give it a turn


Left who did not want to play

Isn't I too peaceful? Just so long

I plan to agha




First of all, the micelier from judging my written

That we started to listen to the day.

I have become a deaf hearing what caram

I have a south of the air


Asatryan I'm not Khachatryan

I flowing through my river and I'm not like

Vapshe Rebver

I love ha ha not meims always

I try to call who the same my mind


First of all, everything will be put in my back

And I start me again.

First live to live or not the other easily

That spring does not have one full donkey"
Misho,Oves Du,"Who am I know too?

Who are you elo?

Ponter's APE Kindergarten

What should I say to you?

Who are you and what your peak?

Basayin's Domik's who full

Idea Kitchen When From Pocket

You go to the ticket to fly from Yerevan


Who are others who criticize

Go to your good sleep

What I want I have a lifetime

So let's peel gas stone and exist

Who will think we will touch Iran?

APE tant who are you a niryad

That there is something to say then thethetet

Not on the Internet with songs




Pivin bottles on the table will not touch no one

Is it out of this door?

Rephazachazus is weighing or there is a twenty-drawing weight

So a doping bene

Flying with dark trash with the same sew

Let them hear their songs with a vrocks

I share a finter. But those are you

Passer than a random side or a listener and

Waiting for your new skins

If the correct one lacks a lack of urgent

There is no deceit of Eresi de Ls

In the smoke grams with a gram of smoke

Although who you could have no one else

I start the debate I speak in my mind

But you hear the end I did not know who you were

Roofing Tarser Berters or good?

Well, you have a full-fledged bucha.

Age occupation with your jagging

We have seen something like this

Whether we ignored We are lost

Motorie I come to the scatter or dispute Cuchk

I KNOW THE POSSIBLE OR HEARING THE BOOK

You quit right and left or left silent

Well, you know good to tell me who you are"
Misho,Zarancanq,"Morning I woke up

When the sun hung up the waist

But swag rejoiced

The Dus was foggy

The people were sad

Love a simple

I like to be deep and secretive

I love Tars

I am already far away from home already

I drove a bird in the third

Yembish is already hitting a bass in Kanaker

I would already say it's already tap a

Sounds:

How Sevan chips in our

I have trained gas until the end

And I Forty I Walk Will Feed

I am Oilea but I'm flying

I have less lies all the time

I understand I will not be able to get lost

But I will appear to be a wedding and a bride

They swear and surrender

Tell those papers not to me

I already have my treasure

Me a night I need to run

I hate the light.

You don't hurt

Who is I believe?

Every day the lesson

That you are present already a good

Should be a full

To stay away from the pain

That there is no pain

Not to help you to help you

Chunked to pinnace

But this is not to eat this heche

Conflict a run I would say

This society is inhaled with a

One holding his rescue in search of his

One of the FAS Saying Order to catch

That no Mass is on the road not appear on the waist

Say huh lies i do something hurt a

I use the word

While silence gets more expensive

But my eyes are bright

And I close it for that

I was a man of fringe

But they are lost or secretly

Diviations I am aprush

Hotel but zero a

Lacking a ruddy fear

Either later the parson is already deep enough for luck

And I'm delighted

Tied to otherwise the cow will come

Can I come in the quads?

The grandmother's grandmother is a virgin

I haven't been prompted by a member

Reimbursement A inside out

A person is not a peggish

We water ourselves mud.

Prostance We are tormented ourselves ourselves

Goods I had to don't have to let

Such goes for a little breath of weight hearing"
Misho,Sagh Menak Uzumen,"You try to take the lost one in Inadu

Do you know how priceless? Trust and Andrew

How to disturb the email

Suspicion of living is just that a


Who loved at the hawk after I can't

Hella is no longer angry with the fairy tale

Decorated haha but no longer evolving


Me people are unpleasant I am bored

I'm going to deeply deepen who will deepen who IA


But from the beginning I met me

Then in the new already entered Sagh

But it was dark and fog

Peel, want to

But they are already afraid of each other

Are leaving

Who are you interested in?

They want to

And I KNOW WASHE INCLUDES THIS WHAT ARE THEY


Haha and suffer

Haha and hide

Haha and ask

That else will not hear you

It will say that it will say that little a

The scorpion of FRART will damage

And until you realize what I say is"
Misho,M.I.Sh.O.-N Ed Hapavuma,"Remark

At

Dog

Johnic

       

Remark

At

Dog

Johnic"
Misho,​introvert (call me crazy),"I'm attracted to the problems

Let my role show contact with them

Help songs

And they found my place in my heart

And we don't agree with one

Come to De Munnat and there is a lot of food

We crossed the line where we are not harmful

I have chosen my religion self-confidence

Do you know every word taste a taste?

And salivation to one's Kara other's tears

We are looking for a le

Where our mistakes don't even have any Georgian

Don't say that because

The word de be proof that we did not understand each other

I talk to myself

Among the two resting"
Misho,Txur Mardik,"My body remove dus

Nations mixed half a virgin

Half we are half a plant

There is one hope near Sagh

Taste minus a taste plus

I am a palite to do sauce

Me enough to be a good morning


I don't need hopes

Dara word literal

I have myself to give

I Ham Hamany Ham KARIK

Tamele

That you can catch a man

I was not a complaint with the prostitus


We have the right thing to get the right but wrong

We say one's one will always come

The roads of the road endure a refect snow

Taste of the past is a captive patience


What a happy way people are sad

But what happy weather is people sad

But what happy weather is people sad

What nice way people are sad"
Misho,Saghse Unenq,"Time for a spoil of a buckwheat

We spend one little strain. But it is too high

Or a bunny twist is new

When the city was taken to the parade


Gravity probably called top

Telling the snow that was a dollar chopped

Yashik gave gas left

Who then said that he knew the trash


Submit Filter to death

We survive each one of my thing

We always have a place and we are on the water to water in water.


We are talking for a while

Which the colts we have a role

How do we show the title of competition to everyone?


Envoy that we have a prettiest prospect.

Play with us, according to his mood, Daguma Threat We have a book


Where does it write someone who tells life?

I am with it if we give an Etein for one

I'm with her now we choose ours

You agree to live in advance"
Misho,Mets Tema,"Stew rain will be dry

Silence to sigh

Nothing your parents

The enemy will be harvested

And who will

Whoever more wants nate

Kara Nayn is painful

October

Voshm pleas

I grew up far away

My Massifs Mass!

A Tauri and mental

It's like a holiday

Depending on who will make a godfather

Invented a king

My condition is hot

Unlock

I have said the extreme

Thinking a narrow

And rich characters

Forests from buildings

Educated disorder

Or favorite scum

To with my Well wear

One will kill

Lie to me the color of a native

But every day is the same

Or Loksh or cool a

Not you did not commit crown

When one one is home

Holding his Furious Vravra

But look lean thin scientist

A poet artist and intellectual full

FatManic Police and Minister General or Benefactor

You are the mind's mind

Same himself

City is so small

Gave a great people

I've sat on Ira Gog

I'm also worried

BA SENCON A PHONE

The lung is lung now"
