Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
	Բերդի տակին տուն կերևա,

	Շողե՜ր ջան:

	 

	Աշունն եկավ սարիցը,

	Տերև թափեց ծառիցը.

	Շողոն դարդով լըցվել ա,

	Հեռացել ա յարիցը:
"
ԿՈՄԻՏԱՍ,ՉԻՆԱՐ ԵՍ,"
	Չինար ես, կեռանա՛լ մի,

	Յա՜ր, յա՜ր, յա՜ր,

	Մեր դըռնեն հեռանա՛լ մի,

	Յա՜ր, յա՜ր, յա՜ր,

	Յա՜ր, նա նա՜յ, նա՜յ, նա՜յ, նա՜յ, նա՜յ,

	Նա՜յ նա՜յ, նա՜յ, նա՜յ, նա՜յ:

	Յա՜ր, քո Աստված կսիրես,

	Յա՜ր, յա՜ր, յա՜ր:

	Հեռու ես, մոռանա՛լ մի:

	Յա՜ր, յա՜ր, յա՜ր,

	Յա՜ր, նա նա՜յ, նա՜յ, նա՜յ, նա՜յ, նա՜յ,

	Նա՜յ նա՜յ, նա՜յ, նա՜յ, նա՜յ:

	 

	Ձեր բաղի դուռը բաց ա,

	Ոտներըս շաղով թաց ա.

	Ինձանից հերացել ես,

	Աչքերըս լիքը լաց ա:

	 

	Էս գիշեր երազ տեսա,

	Հերկերըս վարած տեսա,

	Ամոթ քեզի, ա՛յ տըղա,

	Քո յարը տարած տեսա:
"
ԿՈՄԻՏԱՍ,ԿՈՒԺՆ ԱՌԱ,"
	Կուժն առա, ելա սարը,

	Չգտա ֆիդան յարը:

	Ֆիդան յարը ինձ տվեք,

	Չքաշեմ ահ ու զարը:

	 

	Մեծ սարի հովին մեռնեմ,

	Շեկ տղի բոյին մեռնեմ,

	Մի տարի ա չեմ տեսել,

	Տեսնողի աչքին մեռնեմ:

	 

	Բլբուլը դարի վրա,

	Խնձորի սարի վրա.

	Սիրած սիրածի տային,

	Չոր գետնին՝ քարի վրա:
"
ԿՈՄԻՏԱՍ,ԻՆՉՈ՞Ւ ԲԻՆԳՅՈԼԸ ՄՏԱՐ,"
	Ինչո՞ւ Բինգյոլը մտար,

	Բաղի բյուլբյուլը գտալ.

	Ինչո՞ւ Կարոյին առար,

	Անտեր ու գերի դառար:

	Տըլե՛, Մկոն, տե՛,

	Ափոն թխկոնտե՛.

	Թխկո՛ն, թխկո՛ն, թխկո՛ն, տե՛,

	Ափոն կոնտե, թխկոնտե:

	 

	Սուսան սյումբյուլ,

	Բաղի բյուլբյուլ:

	 

	Ինչո՞ւ Բինգյոլը մտար,

	Բաղի բյուլբյուլը գտալ:
"
ԿՈՄԻՏԱՍ,"ՋԱՆ, ՅԱՐՈ ՋԱՆ","
	Վարդ եմ քաղել շաղերով,

	Ջա՛ն, յարո ջան,

	Վեր եմ դրել մաղերով,

	Ջա՛ն, յարո ջան,

	Տեսնեմ յարս գալիս ա

	Ջա՛ն, յարո ջան,

	Առաջ գնամ տաղերով:

	 

	Ջա՛ն, յարո ջան,

	Ջա՛ն, Մարո ջան,

	Ես սիրել եմ,

	Ես կառնեմ:

	 

	Մազեր ունի ծիրանի,

	Քամին տա թել-թել անի,

	Իմ յարը սարում-ձորում՝

	Իմ քունը ո՞նց կտանի:

	 

	Հրեն յարս գալիս ա,

	Լուսն երեսին տալիս ա,

	Գնամ, վզովն ընկնեմ,

	Աչքս խնդից լալիս ա:
"
ԿՈՄԻՏԱՍ,ԳԱՐՈՒՆ Ա,"
	Գարուն ա, ձուն ա արել

	Վա՜յ, լե, լե, վայ, լե, լե,

	Վայ, լե, լե, լե, լե,

	Իմ յարն ինձնիցա սառել,

	Ա՜խ, չորնա, վա՜խ, ա՛յ յար,

	Չար մարդու լեզուն:

	 

	Քամին փչումա պաղ-պաղ,

	Լերթ ու թոքս անում ա դաղ:

	 

	Յար, ինձ բեմուրադ արիր,

	Սերդ ինձնե զատ արիր:
"
ԿՈՄԻՏԱՍ,ԵՍ ՍԱՐԵՆ ԿՈՒԳԱՅԻ,"
	Ես սարեն կուգայի,

	Դուն դուռը բացիր,

	Ձեռդ ծոցդ տարար,

	Ա՛խ, արիր, լացիր:

	 

	Վա՛յ, վա՛յ, վա՛յ, վառվում եմ,

	Վա՛յ, վա՛յ, վա՛յ, հալվում եմ,

	Հալվում, վառվում եմ: 

	 

	Ես մի պինդ պաղ էի,

	Դու՝ մրմուռ լացիր,

	Քո հրեղեն արցունքով

	Ինձի հալեցիր:

	 

	Ես մի չոր ծառ էի,

	Դու՝ գարնան արև,

	Քո սիրով ծաղկեցավ

	Իմ ճյուղն ու տերև:

	 

	Թե ինձ չէիր առնի,

	Ինչո՞ւ սիրեցիր,

	Մի բուռ կրակ եղար,

	Սիրտս էրեցիր:
"
ԿՈՄԻՏԱՍ,ԱԼԱԳՅԱԶ,"
	Ալագյազ բարձր սարին,

	Ձյուն ա կիտվել կատարին.

	Սարի՛ ճամփեք, բա՛ց ելեք,

	Երթամ, հասնեմ իմ յարին:

	 

	Օ յա՜ր, օ յա՜ր,

	Ա՜յ սարեր, ա՜յ սարեր,

	Վա՜յ արևոտ սարեր,

	Կանաչ արոտ սարեր.

	Օ յա՜ր, օ յա՜ր,

	Օ՜յ, օ՜յ, օ՜յ,

	Օ՜յ, օ՜յ, օ՜յ: 

	 

	Ա՜խ, իմ ճամփեն քարոտ ա,

	Սիրտս էրված, յարոտ ա,

	Ղարիբի օրն ըլնի սև,

	Ազիզ յարի կարոտ ա:

	 

	Յարիս տեսա. լալիս էր,

	Լալիս, գլխին տալիս էր,

	Ճամփա՛ տվեք, ա՛յ սարեր,

	Ձեռով արի, գալիս էր:

	 

	Էն ի՞նչ ղուշ ա էն քարին,

	Սիրտս կաթում ա արին,

	Ա՛յ իմ թառլան, թև՛ տուր ինձ,

	Թռչեմ, հասնեմ իմ յարին:
"
ԿՈՄԻՏԱՍ,ԵՐԿԻՆՔՆ ԱՄՊԵԼ Է,"
	Երկինքըն ամպել է,

	Ի՜նչ անուշ թոն է.

	Գամ դըռնեն անցնեմ՝

	Հոգյակըս հոն է:

	 

	Երկինքըն ամպել է,

	Գետինը թաց է.

	Յարըս քնել է,

	Երեսը բաց է:

	 

	Երկինքըն ամպել է,

	Ի՜նչ անուշ երակ.

	Սըրտիս մեջ լըցավ,

	Մի բուռ կըրակ:

	 

	Երկինքըն ամպել է,

	Գետին շաղերով.

	Ես քեզ սիրել եմ,

	Անուշ խաղերով:

	 

	Երկինքըն ամպել է,

	Գետինը մութ է.

	Ես քեզ ուզել եմ,

	Թող ասեն՝ սուտ է:

	 

	Շորո՜ր դու, շեկլի՛կ յար.

	Տեսնեմ՝ դու ումն ես.

	Իրավ եմ ասում՝

	Դու իմ սըրտումն ես:
"
ԿՈՄԻՏԱՍ,"Ա՛Յ ԱՂՋԻԿ, ԾԱՄՈ՜Վ ԱՂՋԻԿ","
	Ա՛յ աղջիկ, ծամով աղջիկ,

	Վա՜յ, ծամով աղջիկ,

	Շաքարից համով աղջիկ.

	Ընջավոր, փնջավոր, ա՛յ ծամով աղջիկ,

	Կարճըլիկ, կուրճուլիկ, վա՜յ, համով աղջիկ: 

	 

	Ունքերդ խելքս տարան,

	Վա՜յ, խելքս տարան,

	Թուխ աչքերդ ծով, աղջիկ.

	Ընջավոր, փնջավոր, ա՛յ ծամով աղջիկ,

	Կարճըլիկ, կուրճուլիկ, վա՜յ, համով աղջիկ: 

	 

	Կապել ես քիրման գոտին,

	Վա՜յ, քիրման գոտին,

	Մարդ չես թողնում քեզ մոտիկ.

	Ընջավոր, փնջավոր, ա՛յ ծամով աղջիկ,

	Կարճըլիկ, կուրճուլիկ, վա՜յ, համով աղջիկ:
"
ԿՈՄԻՏԱՍ,ԱՐՈՐՆ ՈՒ ՏԱՏՐԱԿԸ,"
	Արորն ասաց տատրակ հավքուն.

	«Ինչո՞ւ կուլաս կուց-կուց արուն,

	Երթա լցվի բարակ առուն»,

	Տատրակն ասաց արոր հավքուն.

	«Գընաց գարուն, եկավ աշուն,

	Կըտրավ ջըրիկ աղբյուրներուն,

	Կըտրավ խոտիկ ծաղիկներուն,

	Կըտրավ ձենիկ կաքավներուն:

	Էնքան պիտի լամ երերուն,

	Արուն կաթե իմ աչքերուն,

	Ես ի՞նչ անեմ իմ ձագերուն»:

	 

	Ասաց. «Դու մի լա էս աշուն,

	Չէ՞, վաղ կուգա բարի գարուն,

	Լույս կըբացվի վեր աշխարհուն,

	Դուռ կըբացվի խեղճիկներուն,

	Ես քեզ կառնեմ իմ թևքերուն,

	Թըռնեմ բանձրիկ վեր սարերուն,

	Բուն կըդնեմ մեջ քարերուն,

	Տուն կը շինեմ մեջ գազերուն,

	Երթիկ բանամ դեմ հով քամուն,

	Թոնիր թաղեմ մեջ այրերուն,

	Ծուխ կը հանեմ հետ ամպերուն,

	Մեր ցավ կըտանք հարավ քամուն»:

	 

	Գընաց աշուն, եկավ գարուն,

	Կաթեր ջըրիկ աղբյուրներուն,

	Կերթար լըցվեր բարակ առուն:

	Աղբըրանցարուն մեջ քարերուն,

	Դեղին սուսուն վեր սարերուն,

	Փունջ մանուշակ մեջ ձորերուն,

	Կանաչ-կարմիր, գույն-գույն ծաղկունք,

	Դաշտերն ամեն էրունք թըռչունք,

	Ձենիկ կուգա գառնիկ մաքուն,

	Մեր ապրելիք վեր երկընքուն:
"
ԿՈՄԻՏԱՍ,ՆՈՐ ԳԱՐՈՒՆ,"
	Քեզ սպասող չմնաց,

	Ո՞ւր ես գալի, ա՜յ գարուն,

	Գովքդ ասող չմնաց,

	Զուր ես գալի, ա՛յ գարուն:

	 

	Սև-մութ պատեց աշխարհին,

	Սար ու ձոր դառան արին,

	Մեզ վայ բերեց էս տարին,

	Ո՞ւր ես գալի, ա՛յ գարուն:

	 

	Բլբուլը գա, թող ձեն տա,

	Էլ ո՞վ պիտի քեզ խնդա,

	Էլ ո՞ր սիրտը կթնդա,

	Զուր ես գալի, ա՛յ գարուն:

	 

	Բլբուլն եկավ, վարդ չունի,

	Ծաղկոցը կա, զարդ չունի,

	Էլ ո՞վ ա, որ դարդ չունի.

	Ո՞ւր ես գալի, ա՛յ գարուն:

	 

	Դու ետ բերիր հավքերուն,

	Ո՞նց տեր ըլնեն բներուն.

	Սաղ տեղ չկա մեր երկրին,

	Զուր ես գալի, ա՛յ գարուն:

	 

	Աշուղի բերանը փակ,

	Սազ-քյամանչեն փակի տակ,

	Սիրտնա էրվում անկրակ.

	Ո՞ւր ես գալի, ա՛յ գարուն:

	 

	Քեզ սպասող չմնաց,

	Զուր ես գալի, ա՛յ գարուն,

	Գովքդ ասող չմնաց,

	Ո՞ւր ես գալի, ա՛յ գարուն:
"
ԿՈՄԻՏԱՍ,ՄՈԿԱՑ ՄԻՐԶԱ,"
	Օրն էր ուրբաթ, 

	        Լուս ի շաբաթ,

	Գյաշտ էրիր ենք Մալաքյավեն.

	Թղթիկ մը եկավ Ջզիրու քաղքեն,

	Առան, բերին Մալաքյավեն,

	Տվին ի ձեռ Մոկաց Միրզեն:

	        Հազար ափսո՜ս Մոկաց Միրզեն:

	 

	        Առեց կարդաց,

	Քաղցրիկ լեզվին էրավ Մազգեն,

	Շլեց աչքեր, կախեց չաներ,

	Քաղավ գույն կարմիր երեսեն:

	        Հազար ափսո՜ս Մոկաց Միրզեն:

	 

	        Կանչեց ասաց

	        Յուր մշակին

	-Դո՛ւս քաշի Բոզ-Բեդավին,

	Վրա դրեք թամք սադաֆին

	Սաֆար կերթամ չուր Ջզիրեն:

	        Հազար ափսո՜ս Մոկաց Միրզեն:
"
ԿՈՄԻՏԱՍ,ԱԼԱԳՅԱԶ ՍԱՐՆ ԱՄՊԵԼ Ա,"
	Ալագյազ սարն ամպել ա,

	        Վա՛յ, լե՛, լե՛, լե՛, լե՛, լե՛, լե՛, լե՛,

	Աղբերն իր ձին թամբել ա:

	        Իմ մայրիկ ջան, իմ մայրիկ ջան:

	Աղբերն իր ձին թամբել ա,

	Յարոջ դռնեն անցել ա:

	 

	Յարոջ դռնեն անցել ա,

	Ելե դաշտը՝ խաղցել ա:

	 

	Ելե դաշտը՝ խաղցել ա,

	Անձրև եկե, թրջել ա:

	 

	Անձրև եկե, թրջել ա,

	Արև զարկե՝ չորցել ա:

	 

	Արև զարկե՝ չորցել ա,

	Քան կարմիր վարդ բացվել ա:
"
ԿՈՄԻՏԱՍ,ՀԱՎԱՐ ԶՈՒԼՈ,"
	Արևն ելավ կամար, կամար,

	Զուլոն կապեց ոսկե քամար,

	Ես կմեռնեմ քեզի համար.

	 

	        Հավա՜ր, Զուլո, մադա՜թ Զուլո,

	        Բացվիր, բացվիր, բացվիր,

	        Բացվիր, իմ վարդ Զուլո: 

	 

	Արևն ընկավ ամուր բերդին,

	Քո սերն ընկավ մեջ իմ սրտին,

	Ես քեզ սիրեմ, թող ինձ քերթին.

	 

	Դու դաշտ կուգաս հուլա-հուլա,

	Կնմանիս բամբկի քուլա,

	Աչքս տեսավ, սիրտս կուլա.
"
ԿՈՄԻՏԱՍ,Ա՜Խ ՄԱՐԱԼ ՋԱՆ,"
	Ա՛խ մարա՛լ ջան,

	Կոկոնս թոռմած մնաց,

	        Ջա՜ն, գյարա՜լ ջան,

	Սիրտս կրակած մնաց.

	        Ա՜խ, մարա՛լ ջան,

	Ի՞նչ անեմ իմ ապրելը,

	        Ջա՜ն, գյարա՜լ ջան,

	Իմ աչքերը թաց մնաց:

	 

	Կամար ունքդ գովեցիր,

	Սիրել էիր՝ ատեցիր,

	Ինձ պես ուժով կտրիճին

	Դու անդանակ մորթեցիր:

	 

	Ջահել եմ, ընկեր չունեմ,

	Ընկել եմ ես, տեր չունեմ,

	Ո՛չ վատ ասեք, ո՛չ էլ լավ.

	Հարստության սեր չունեմ:
"
ԿՈՄԻՏԱՍ,ԷՐՎՈՒՄ ԵՄ,"
	Էրվում եմ, էրվում,

	Կարմիր քարը տաշած ա,

	Էրվում եմ, էրվում,

	Բոյս վրեն քաշածա:

	        Էրվում եմ, էրվում,

	Ի՞նչ անեմ, որ քաշած ա,

	        Էրվում եմ, էրվում,

	Սիրտս հալած մաշածա:
"
ԿՈՄԻՏԱՍ,ԷՍ ԱՌՈՒՆ,"
	Էս առուն ջուր է գալի,

	Մի տեսեք, ո՞ւր է գալի.

	Գալիս է, գալիս է, սեր անե:

	Քենին մահանա արել,

	Իր յարին հյուր է գալի.

	Գալիս է, գալիս է, սեր անե:

	 

	Վարդ եմ քաղել մաղերով,

	Վեր եմ դրել շաղերով.

	Գալիս է, գալիս է, սեր անե:

	Արի՛, իմ սիրական յար,

	Առաջ գամ քեզ տաղերով.

	Գալիս է, գալիս է, սեր անե:

	 

	Տանս տակին կա նռնի,

	Ես բարձ բերեմ, դու կռնի.

	Գալիս է, գալիս է, սեր անե:

	Ես, դու մի բաղում պիտենք,

	Դու՝ չինարի, ես՝ նռնի.

	Գալիս է, գալիս է, սեր անե:
"
ԿՈՄԻՏԱՍ,ԵՍ ՔԵԶ ՏԵՍԱ,"
	Ես քեզ տեսա,

	Սիրտս էլավ ցիր ու ցան.

	Յար, արի, յար, արի,

	 

	        Ա՜խ, արի, արի,

	        Վա՜խ, արի, արի,

	        Ես քեզ ինչ արի: 

	 

	Լուսնակ գիշեր,

	Սիրտս կուլա քեզ համար.

	Յար, արի, յար, արի,

	 

	Գիշեր-ցերեկ

	Մտածում եմ քեզ համար,

	Յար, արի, յար, արի,

	 

	Սարից իջա,

	Յարս դռան կանգնած էր,

	Յար, արի, յար, արի
"
ԿՈՄԻՏԱՍ,"ՁԻԳ ՏՈՒ, ՔԱՇԻ","
	Ձիգ տու, քաշի՛, ա՜յ եզը,

	        Արա հո՜, հո՜, ա՛րա հո՜,

	Լուծդ մաշի, ա՜յ եզը,

	        Արա հո՜, հո՜, ա՛րա հո՜,

	Աստված պահե քո տերը,

	        Արա հո՜, հո՜, ա՛րա հո՜,

	Մինն էլ տաշի, ա՜յ եզը,

	        Արա հո՜, հո՜, ա՛րա հո՜,

	                Ա՛րա հո՜, ա՜րա հո՜,

	 

	Մեր գութանը օդած ա,

	Եզանց ուսը նոթած ա,

	Վարե՛ վարը, ա՜յ գութան,

	Հազիվ խոփը զոդած ա:

	 

	Շողքն ընկավ ծմակին,

	Աստված կտա մշակին,

	Սուր գութանը ծիր գնաց,

	Տեր մշակը քամակին:

	 

	Սերմե՛, սերմե՛, ա՜յ մշակ,

	Սուրբ ա, սուրբ ա քու փեշակ,

	Մինը հազար տուր Աստված,

	Քեզ ձեն կտան տեր մշակ:
"
ԿՈՄԻՏԱՍ,ԳՆԱՑ ՁՄԵՌՆ,"
	Գնաց ձմեռն, եկավ գարուն,

	Հալեց ձնիկ վեր սարերուն,

	Երթար, լցվեր բարակ առուն.

	 

	        Վա՜յ, լե՛, լե՛, լե՛, ջա՜ն, լե՛, լե՛, լե՛,

	        Ջա՜Ն, լե՛, լե՛, լե՛, վա՜յ, լե՛, լե՛, լե՛:

	 

	Աղբրանց-առուն մեջ սարերուն,

	Դեղին սուսան վեր սարերուն,

	Փունջ մանուշակ մեջ ձորերուն.

	 

	Կանաչ-կարմիր գույն-գույն ծաղկունք,

	Դաշտեր ամեն էրունք, թռչունք,

	Ձենիկ կուգա գառնիկ մաքուն.
"
ԿՈՄԻՏԱՍ,ՎԱՐԴՆ Ի ԲԱՑՎԵ,"
	Վարդն ի բացվե Վանա քյաղքի Էգեստար,

	Աստված սիրես, մեկ օրոխկի, տյու ձիկ տար,

	Քյա՛ նազերով, քյա՛ խորոտիկ, վի՞րն ես տյու,

	Աշխարհ գիտի, ալամ գիտի, իմն ես տյու:

	 

	Վարդն ի բացվե առավըտման խավ խուսոց,

	Իմ յար բախչեն կայնի երկու ձեռն ի ծոց,

	Քյա՛ նազերով, քյա՛ խորոտիկ, վի՞րն ես տյու,

	Աշխարհ գիտի, ալամ գիտի, իմն ես տյու:

	 

	Վարդն ի բացվե առավըտման շաղերով,

	Իմ յար բախչեն վարդ կքյաղի մաղերով,

	Քյա՛ նազերով, քյա՛ խորոտիկ, վի՞րն ես տյու,

	Աշխարհ գիտի, ալամ գիտի, իմն ես տյու:
"
ԿՈՄԻՏԱՍ,ԳԱՐՆԱՆ ԳՈՒԹԱՆ,"
	(Քաղհանի երգ)

	 

	Գարնան գութան հանեցի,

	        Յա՛ր, նա՜յ, նա՜յ, նա՜յ, նա՜յ, նա՜յ,

	Արտը բամբակ ցանեցի,

	        Սոնա՛ յար, նա՜յ, նա՜յ, նա՜յ,

	Ամառ եկավ, քաղն ելավ,

	        Յա՛ր, նա՜յ, նա՜յ, նա՜յ, նա՜յ, նա՜յ,

	Քաղհանավոր ճարեցի,

	        Սոնա՛ յար, նա՜յ, նա՜յ, նա՜յ,

	 

	Քաղհան կանեմ հո՝ բարով,

	Տոլմա կեփեմ բիբարով,

	Աշնան անի լավ օրեր,

	Բամբակ քաղեմ նուբարով:

	 

	Բեռնեմ սայլը, սար հանեմ,

	Սար հանեմ ու տուն տանեմ,

	Դուրս գա չարի չար աչքը,

	Ձմեռ հանգիստ օր անեմ:
"
ԿՈՄԻՏԱՍ,ՉԵՄ ԿՐՆԱ ԽԱՂԱ,"
	Չե՛մ, չե՛մ, չե՛մ կրնա խաղա,

	Վարդ կոշիկս կճռճռա,

	Անոթի փորս կղռղռա,

	Կեսուրս կգա կվռվռա:

	 

	Չե՛մ, չե՛մ, չե՛մ կրնա խաղա,

	Սևասուգ սիրտս կդողդողա,

	Լացից աչքս կմրմռա,

	Չար կեսուրս կբռբռա:

	 

	Չե՛մ, չե՛մ, չե՛մ կրնա խաղա,

	Ջահել-ջիվան դոշիս դաղ ա,

	Լաչառ տալս կճղճղա,

	Տեքրակինս կբղբղա:

	 

	Չե՛մ, չե՛մ, չե՛մ կրնա խաղա,

	Քավթառ յարս կծու սոխ ա,

	Ի՞նչ եղավ քեզ, ա՛յ շեկ տղա,

	Ես քո սիրուց հալ-մաշ եղա:
"
ԿՈՄԻՏԱՍ,ԷՆ ԴԻԶԱՆ,"
	Էն դիզան, պետ-պետ դիզան,

	        Տեսե՛ք, էն ո՞րն է:

	-էն դիզան, պետ-պետ դիզան՝

	        Գեղի համբերքն է:

	 

	Կաքըվներ կղկղալեն՝

	        Տեսե՛ք, էն ո՞րն է:

	-Կաքըվներ կղկղալեն՝

	        Էն երիցներն է:

	 

	Ճնճուղներ ճլվլալեն՝

	        Տեսե՛ք, էն ո՞րն է:

	-Ճնճուղներ ճլվլալեն՝

	        Էն տիրացուքն է:

	 

	Էն միջի հաստագերան

	        Տեսե՛ք, էն ո՞րն է:

	-Էն հաստագերան՝

	        Թագվորի հերն է:

	 

	Էն քուլա բամբակն ի ծակ՝

	        Տեսե՛ք, էն ո՞րն է:

	-Էն քուլա բամբակն ի ծակ՝
